movieId,poster_path,overview,release_year,duration,language,tmdb_rating,vote_count
18588,/ru8dtoh6tNi7kKAbLgbaE9J5SGf.jpg,"Harry Mitchell is a successful Los Angeles manufacturer whose wife is running for city council. His life is turned upside down when three blackmailers confront him with a videotape of him with his young mistress and demand $100,000. Fearing that the story will hurt his wife's political campaign if he goes to the police, Harry pretends that he will pay the men, but does not follow through.",1986,110,EN,5.976,127
8129,/e9awu6tsCyWPAUA2eEoelFSTbcb.jpg,"Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in one of the toughest Glasgow neighbourhoods.",1998,105,EN,7.2,193
12715,/qFUBCOH0HxI9qRcjoG9xChfwEsk.jpg,A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache horde of gold.,1986,104,EN,5.3,181
10722,/yEXhgACPIV4PmTgHT2HS3Ko2oS3.jpg,"The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible, a death metal salesman from Carabanchel, and the Italian host of a TV show on the occult. These go on a literal ""trip"" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist.",1995,103,ES,7.3,544
10314,/a0pepZNFCjggc7Na9gEwbTI1f46.jpg,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",1999,95,EN,6.318,2109
1618,/o1k991eZm7iF8JUNiVdUZU44x5c.jpg,"In the seventies Strange Fruit were it. They lived the rock lifestyle to the max, groupies, drugs, internal tension and an ex front man dead from an overdose. Even their demise was glamorous; when lightning struck the stage during an outdoor festival. 20 years on and these former rock gods they have now sunk deep into obscurity when the idea of a reunion tour is lodged in the head of Tony, former keyboard player of the Fruits. Tony sets out to find his former bandmates with the help of former manager Karen to see if they can recapture the magic and give themselves a second chance.",1998,92,EN,6.7,110
11167,/88ppZCVWGx41gzslcwiWfCVjFJk.jpg,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",1960,101,EN,7.44,820
2112,/c2eYkrEkwxfDlhCAameDudD8z4W.jpg,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",1999,100,EN,6.833,1852
16172,/zFsqqPQUz69wPaLBqQeiGbGiW7J.jpg,"After her mother's death, mediocre chef Amanda Shelton is having trouble attracting customers to her family's restaurant. While shopping for ingredients, she is given a magical crab by mysterious Gene O'Reilly. Afterward, Amanda's dishes suddenly become excellent, inducing strong emotional reactions in everyone who eats them. Tom Bartlett, who is preparing to open his own eatery, tries her cooking and falls in love.",1999,95,EN,5.4,237
111794,/79TTGQZrOAzwuWxcOy8y6k6Ldm0.jpg,"Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth?",1998,87,EN,5.0,8
16306,/prq0j1S0K07UjwLZLF6oMGflRUI.jpg,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",1973,72,FR,7.645,987
20595,/kWr6QDDcO2HHKqvJvgsJ1hQz4Gs.jpg,"Five Jewish Hungarians, now US citizens, tell their stories: before March 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood homes more than 50 years later. An historian, a Sonderkommando, a doctor who experimented on Auschwitz prisoners, and US soldiers who were part of the liberation in April 1945.",1998,87,EN,7.6,87
11622,/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",1999,112,EN,6.767,1118
10207,/ulUjszY6YJFsDUd0E3WolJg6sOp.jpg,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",1999,131,EN,6.3,773
9524,/9jUWDGEOZ6MFy9gSfYZ69KLjPLY.jpg,"Comedian Harmonists tells the story of a famous, German male sextet, five vocals and piano, the ""Comedian Harmonists"", from the day they meet first in 1927 to the day in 1934, when they become banned by the upcoming Nazis, because three of them are Jewish.",1997,126,DE,6.672,61
18892,/gwjJPAraQy5fDd3NJvK677uItU4.jpg,"When an exclusive clique of teenage socialites accidentally murder their best friend on the morning of her birthday, the three girls responsible conspire to hide the truth.",1999,87,EN,6.33,537
13466,/b2hYuUuFs6rjgx0urivSm2j5XmS.jpg,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",1999,108,EN,7.665,1267
9849,/pOp4xriDEFUy2uN0BfnHJcjzqWt.jpg,"Ambitious television reporter Tim O'Hara stumbles upon a martian whose spaceship has accidentally crashed on Earth. Thinking this is his ticket to a Pulitzer Prize, Tim makes plans to expose the martian, who, posing as Tim's Uncle Martin, takes human form and has plans of his own. In fact, all of Tim's efforts to divulge the truth are systematically thwarted by the resourceful alien, who ultimately recruits Tim to help him repair his ship for a return to Mars.",1999,94,EN,5.591,313
15256,/ssbx2Mk5ZCJWpXALuP2AdG0GFIT.jpg,"In 1981 New York City, a collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses on New Years Eve.",1999,101,EN,5.852,166
43978,/2vCgV3503UfEDBFkXZnQ3UuyfAE.jpg,"After twelve years of imprisonment by their own parents, two Iranian sisters are finally released by social workers to face the outside world for the first time.",1998,82,FA,6.3,47
1542,/v7fBXxHZ5WQn2PGgpXhTqHgtcJk.jpg,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",1999,90,EN,7.373,3080
18417,/4rBrYRkB7btGex5Bs0yOpqBZgsR.jpg,"A mentally challenged girl proves herself to be every bit as capable as her ""perfect"" sister when she moves into an apartment and begins going to college.",1999,130,EN,6.4,166
8224,/mhr9xRpjOBqlBjgDwtiOx6FsLvV.jpg,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",1999,123,EN,6.459,2065
1847,/oBhUK54yBJ0aH6u9zCzSV5iV7OP.jpg,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.",1973,112,EN,7.411,666
42113,/ewYZmeoqzE5XsL0Jlcorlu9iwGe.jpg,In a small village in a valley everyone who reaches the age of 70 must leave the village and go to a certain mountain top to die. If anyone should refuse they would disgrace their family. Old Orin is 69. This winter it is her turn to go to the mountain. But first she must make sure that her eldest son Tatsuhei finds a wife.,1983,130,JA,7.503,174
10906,/9g6ngNlHOfMfQnaKkw9468p67d4.jpg,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",1992,100,EN,5.426,548
8913,/8ZtH1V4rhrtP53ezlEWrCaMALXF.jpg,"After the Creed family's cat is accidentally killed, a friendly neighbor advises its burial in a mysterious nearby cemetery.",1989,102,EN,6.6,2208
25748,/5UaH4zhfKT1taJGHUwPxm29ZENf.jpg,"When a tabloid reporter and his son travel to a quiet Midwestern town to investigate a gruesome massacre, they fall victim to a possessed orphan named Micah.",1992,92,EN,4.746,252
25749,/xTNGI3MGTlOTiYU9ucfWd79kV2k.jpg,"After a couple adopts a pair of orphaned brothers, it becomes alarmingly clear the boys are much more than they seem.",1995,90,EN,4.721,204
8769,/bWi3Cjg8gkf5h3xgU91CVtxkjUc.jpg,"Nerdy high schooler Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983,110,EN,6.865,2027
14742,/4tT2EAneDEjl3WHY5QPvDNTziwI.jpg,"A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the ""one great idea"" for success. His life takes a bizarre turn when a prostitute neighbor complains about the loss of her pimp. His partner, upon hearing the situation, suggests that they fill that opening themselves using the morgue at night.",1982,106,EN,6.005,212
27932,/o412xIEMJjlZa0SQ2nGCPVM2f7J.jpg,"When an in-flight collision incapacitates the pilots of an airplane bound for Los Angeles, stewardess Nancy Pryor is forced to take over the controls. From the ground, her boyfriend Alan Murdock, a retired test pilot, tries to talk her through piloting and landing the 747 aircraft. Worse yet, the anxious passengers — among which are a noisy nun and a cranky man — are aggravating the already tense atmosphere.",1974,107,EN,5.7,266
10671,/6iOKluJfyiU1SLZbGYrY7Z0i6k0.jpg,"An airport manager tries to keep his terminals open during a snowstorm, while a suicide bomber plots to blow up a Boeing 707 airliner in flight.",1970,137,EN,6.424,402
8388,/tKcOxhaBpLdvo8lExbz5AgpuGwc.jpg,A trio of unemployed silent film actors are mistaken for real heroes by a small Mexican village in search of someone to stop a malevolent bandit.,1986,103,EN,6.311,1024
7227,/m9b3frZR0Wu8I3ayN3QPrxfZMvC.jpg,"Flight 23 has crashed in the Bermuda Triangle after a hijacking gone wrong. Now the surviving passengers must brave panic, slow leaks, oxygen depletion, and more while attempting a daring plan, all while 200 feet underwater.",1977,114,EN,5.6,301
5919,/mFM1GbrRrT3DWUFFo8koSITFnYe.jpg,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",1974,165,EN,7.01,951
10670,/dy23SSGZDp3dftzhDvHXOEM6OaN.jpg,"A young terrorist kills and injures patrons of a Norfolk amusement park by placing homemade explosives on the track of one of its roller coasters. After staging a similar incident in Pittsburgh, he sends a tape to a meeting of major amusement park executives in Chicago, demanding $1 million to make him stop.",1977,119,EN,6.0,144
40160,/xMUuS1KFHRTFSf3PAY2tsbBdqkL.jpg,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it hits it will cause an incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough firepower. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?",1979,107,EN,5.1,145
2362,/qNt29HzxwZ4jGTgSRxdA34ino9Q.jpg,"Delos is a futuristic amusement park that features themed worlds—ancient Rome, Medieval times and the Old West—populated by human-like androids. After two patrons have a run-in with a menacing gunslinger in West World, the androids at Delos all begin to malfunction, causing havoc throughout the park.",1973,89,EN,6.776,1323
33518,/bWANAIIeNPzwEmrYUvZFECTbBX6.jpg,"A baby alligator is flushed down a toilet and survives by eating discarded lab animals that have been injected with growth hormones. The now gigantic animal escapes the city sewers and goes on a rampage, pursued by a cop and a big-game hunter.",1980,91,EN,6.1,338
10803,/v3ILN8ROPcrNRJ8S7GH24JyihH8.jpg,"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option.",1976,119,EN,6.583,960
871,/2r9iKnlSYEk4daQadsXfcjHfIjQ.jpg,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",1968,112,EN,7.642,3642
1685,/v1r5mBh9hxxWpvZl9G3cP7d1Mh9.jpg,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface.",1970,95,EN,6.142,1360
1705,/dP5dYjLp5p2CG103cJMio4Nj29d.jpg,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",1973,93,EN,5.692,972
1688,/lZ1pUxJCO14ObrhDuxTBuYm0tjN.jpg,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",1972,88,EN,6.157,997
1687,/AnbLVdUEroTfHTUVAJCxkL4R0IH.jpg,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape.",1971,98,EN,6.37,1120
31638,/wJOIXW4bjsXBPGzqojBV8laiLKM.jpg,"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium.",1979,114,EN,5.049,123
166680,/zMORD6VDGIWo5thfMuA4Edb1mbj.jpg,"After an avalanche of snow crashes into their ski resort, a holiday at a winter wonderland turns into a game of survival for a group of vacationers.",1978,94,EN,3.561,66
113286,/iR6z334jcMEv2hQoEu2xX0JzJMy.jpg,"A look at Paul Taylor and his dance company over several months in 1997. Preparation of Taylor's piece, ""Piazzolla Caldera,"" from conception and rehearsals to opening night at City Center, frames the film. The troupe's trip to India falls in the middle. Included are black and white footage of rehearsals, and, in color, interviews with Taylor, his dancers, dance critics and scholars, and those who manage the business side. There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces. His genius, his roots, his method of working with dancers, and his sometimes difficult nature draw the attention of those who comment.",1998,98,EN,5.0,5
11123,/6hJorsInxNpj1dIekh6dK6Kh9S6.jpg,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",1974,123,EN,6.1,331
9455,/ejbmUNVtqZIkZf2cE5Ws5c9FiWA.jpg,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",1999,110,EN,6.1,284
9535,/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",1999,103,EN,6.503,1924
796,/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",1999,98,EN,6.804,3336
100,/wt2TRBmFmBn5M5MBcPTwovlREaB.jpg,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,1998,105,EN,8.115,6727
30943,/4Q8g9CfW7EiwxRCpLSDpOmcaEZb.jpg,"A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated.",1999,106,EN,6.5,480
77936,/esyIrOG6cjRYIAfjI3Sj9ijA8LQ.jpg,"Fashion executive Dominique's obsession for Quentin, a young bisexual hustler, fills her desire for physical love but leaves her taxed emotionally. Twists and turns in the relationship, along with the man's violent and abusive nature, force Dominique to reconcile the conflicts created by her passion. In this quest, Dominique is aided, and sometimes hindered, by friends, clients, and Quentin's former and current acquaintances.",1998,110,FR,5.3,22
7341,/jJmIf22gwwQPAFJfZ6Tr1MwSpRg.jpg,"Following the suicide of her only friend, outcast teen Rachel Lang's life begins a downward spiral that will not only affect her but take everyone around her down in horrifying fashion.",1999,104,EN,5.592,411
11772,/fmpTnUKTcrpuxLSY23gQMUf9qu7.jpg,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",1963,112,EN,7.079,655
10350,/e3p2vkA4mnFaBlyAIntkZWkzOJW.jpg,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",1999,100,EN,4.8,254
9540,/ofXwDfM8uYAaftD7cBPcIWdCpMn.jpg,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",1988,115,EN,7.132,910
31503,/euXyMbBT2QaxiYZf1jJrsa5yGon.jpg,"Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart.",1993,85,EN,5.7,86
11773,/qcpXud1UjQzlSe9A062w8Wqgira.jpg,"In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other.",1960,77,EN,7.182,447
30202,/ArhQBsOYnqQUUon7UNQHai2qu1R.jpg,"Six children are found spread through out the world that not only have enormous intelligence, but identical intelligence and have a strange bond to each other.",1964,90,EN,6.1,101
22345,/7zvPhjHkz5YEMUMPyvANCR96RJA.jpg,"BabyCo is the world's leading manufacturer in baby products. However, what the public doesn't know, is that Drs Kinder and Heep, two of its most brilliant scientists, are tirelessly working in complete secrecy to crack the indecipherable code to 'baby talk': a highly sophisticated language, and the key to the secrets of the universe. Before long, problems arise when mischievous Sly, the smartest of the toddlers, escapes confinement, bent on uniting all babies to free those trapped in the laboratory. Now, Kinder and Heep must find Sly before it is too late.",1999,97,EN,4.124,384
47288,/kbEA2LEFh1MX9EraNQSiq9ajs24.jpg,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",1999,87,EN,5.376,113
1641,/etmjiee84g6G9WALmLkJ1DhenAu.jpg,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",1999,105,EN,5.43,556
1567,/4kMB2AAcDQ5diRuh7NTxuS90bx7.jpg,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",1998,89,FR,7.475,525
10212,/6tJc9vIVYctNCajC1dU1oVcmIsD.jpg,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",1999,101,EN,6.845,631
10354,/2VEqqlmSZ0VSr74XOTWUQUUGYWF.jpg,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.",1999,127,EN,6.5,772
8583,/7uHX8qIr8VYPwdpVv4TCjXcVxDo.jpg,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",1998,111,EN,7.1,274
16520,/wUfaP0lLaMpZzp5CrHyII5Vd7cp.jpg,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",1956,133,EN,7.055,381
16508,/hZduJdSSWCkmvnBpNyRaIszubVm.jpg,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,1999,77,EN,5.5,97
11374,/xnnjoMONNamGU6ZX6acbcxyOKv1.jpg,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,1999,122,EN,5.959,643
16379,/7c20VEblNKkDiBuA6bE6kbeHqHa.jpg,Three youthful delinquents escape conviction for their crimes by teaming with the LAPD.,1999,92,EN,4.3,122
28029,/n2he7n76HEgwdehI9XuDHHdlahv.jpg,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,1999,107,EN,6.0,100
4951,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",1999,97,EN,7.599,8305
65749,/87Ze0JLbWYuYbWc1qf6aGxHipnI.jpg,A dangerous love affair inspires a director to create the most spectacular and boldly seductive dance film ever made.,1998,115,ES,6.563,32
603,/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999,136,EN,8.224,26247
30950,/qUFYBfOY3Ec2S6PR6apgFwfR6je.jpg,"In late-1970s suburban London, Chris and Marion have settled into a comfortable yet all-too-predictable middle-class existence. Chris receives an unexpected visit from his free-spirited friend Toni, a reunion that reminds him of a more carefree time in 1960s Paris. Now, with lingering doubts about his marriage bubbling up, Chris must make the choice between revisiting his youthful abandon with Toni or facing the here and now with Marion.",1997,105,EN,5.9,48
8970,/wOmLJYh7oOfATE236XpoDfcXhOh.jpg,"The adventures of married couple Henry and Nancy Clark, vexed by misfortune while in New York City for Henry's job interview.",1999,90,EN,5.8,233
9840,/1yxr5KJHJk5aPCbapJaBS8Znx8V.jpg,"Isa and Marie bond while working in a French sweatshop and soon begin sharing an apartment that Marie is watching for a hospitalized mother and daughter. Marie, hoping to avoid a life of struggle and poverty, takes up with Chriss, a nightclub owner whose most attractive asset is his money. Isa recognizes the ultimate futility of the relationship and tries to keep Marie away from him, but her interference puts their friendship at risk.",1998,113,FR,6.961,102
11660,/3bX6VVSMf0dvzk5pMT4ALG5A92d.jpg,"Bill, an idle, unemployed aspiring writer, walks the crowded streets of London following randomly chosen strangers, a seemingly innocent entertainment that becomes dangerous when he crosses paths with a mysterious character.",1999,69,EN,7.2,1642
11355,/6BngDhDNfbBjhVFWDT2yMve32vi.jpg,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",1999,107,EN,6.2,1501
9430,/kP0OOAa4GTZSUPW8fgPbk1OmKEW.jpg,"A supermarket clerk decides to step in for an absent drug dealer, setting off an explosive, comedic chain of events.",1999,98,EN,6.984,746
18764,/oaOZv8aukq6U62NYYtfrQEgsm8.jpg,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",1992,103,CN,6.744,392
1414,/3UNof5FTy9VlWl5egg7nsjsk30m.jpg,"Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",1998,112,ES,7.356,246
9465,/tskbsm57aWqU4wsf8sX4ClM77Kf.jpg,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,1999,118,EN,6.4,179
49981,/gWwdtbnObvajziUGvXoLYskNSDr.jpg,Police investigate when a man having an affair with his brother's wife disappears suddenly.,1999,102,EN,5.8,62
114719,/5zh1PQPN7dl8BX2zdaEYyiNRNXp.jpg,"Friends for ten years, a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad has something to say, but Ian won't listen. Meanwhile, David is gay and virginal; Ian's business partner, Keaton, is unhappy that his sister Jane is pregnant with no plans to tell the father; Lisa is everybody's pal and no one's lover; John, stuck in adolescence, is always on the make. He brings German-born stunner, Carla, and promptly loses her affection to Hans, a fast-talking ski instructor. David meets Manny: they have chess in common. Soon, surprises abound as relationships take new turns.",1999,103,EN,5.2,27
10209,/qupB9wwFZgjy7DHs9rvvloVZOUw.jpg,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",1999,98,EN,6.1,87
22826,/6h6ahipPd84QcyFbnsEikLt7w3Z.jpg,"A vicious serial sex killer is on the loose, and landscape gardener and shop-window outfitter Loris is the prime suspect, thanks to his unfortunate habit of getting caught in compromising situations (for which there is always a totally innocent explanation that the police fail to spot). Undercover policewoman Jessica is assigned by eccentric police psychologist Taccone to follow Loris.",1994,112,IT,7.0,612
6522,/saWYpX3ADdmdByQZVrSYUNbQ9GC.jpg,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,1999,108,EN,6.7,804
1902,/2URVdyLUlCAST4FAZWCdiOI5jqR.jpg,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",1997,117,ES,7.45,1070
6396,/7u3IZPuIOPjICi55K7cJgzV3e3B.jpg,"Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.",1998,97,EN,7.12,378
39964,/jaylLo7TsJrJriNVGf72Asen1Fr.jpg,"In order to impress his beautiful French neighbor, Dylan Ramsey dognaps her pet pooch so he can return him and become a hero.",1999,95,EN,5.0,93
9451,/5gPOFU6IPvDrx50XaPCK4twNw79.jpg,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.",1999,103,EN,6.858,1094
1946,/kETKF0JhdTPn1knci8CAdYL0d79.jpg,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,1999,97,EN,6.799,1980
12596,/61FWajJNKeS27DO4KgvS5LUgcHh.jpg,Two air traffic controllers who thrive on living dangerously compete to outdo each other on several levels.,1999,124,EN,5.875,403
